@relation converted_data
@attribute a01 numeric
@attribute a02 numeric
@attribute a03 numeric
@attribute a04 numeric
@attribute a05 numeric
@attribute a06 numeric
@attribute a07 numeric
@attribute a08 numeric
@attribute a09 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}
@data
0.25,1.94,21.73,14.52,100.05,112.93,204.92,0.11,7.31,79.93,141.15,205.81,169.42,0.25,8.08,22.29,135.3,71.63,152.9,0.98,27.23,93.24,137.21,249.48,1.32,12.09,100.8,195.24,5.66,4.38,38.41,72.84,213.34,2.57,44.16,296.79,0.28,7.47,31.39,129.94,9.05,215.76,214.89,7.52,113.19,65.92,356.72,7
0.07,0.48,11,32.53,107.8,65.15,218.58,0.04,3.83,59.67,170.37,129.13,178.99,0.05,3.44,18.7,115.36,102.3,51,0.48,18.34,99.35,75.95,142.14,0.5,7.01,80.21,295.38,64.85,2.73,37,34.31,48.36,1.24,34.12,342.48,61.67,6.67,11.5,110.01,6.9,218.31,336.74,2.22,117.16,62.19,448.06,7
0.19,1.27,40.37,74.02,154.03,122.3,306.28,0.2,5.15,72.32,138.09,176.98,131.83,0.15,12.7,53.07,165.37,71.97,200.75,0.7,24.87,91.82,153.32,188.44,1.89,22.13,110.93,234.79,3.72,4.02,38.19,111.56,155.37,4.18,45.64,336.69,11.86,7.48,55.61,118.48,8.98,238.49,215.29,13.4,124.88,71.93,369.95,7
0.16,2.08,10.4,42.76,118.15,160.9,156.59,0.2,3.59,58.14,143.96,191.16,233.03,0.25,3.47,29.51,116.03,81.06,7.99,0.47,18.54,91.93,134.21,282.55,0.54,11.97,72.59,248.46,107.69,2.83,36.28,72.01,220.98,2.21,28.46,308.23,6.25,6.8,26.66,156.22,5.43,201.54,275.92,5.11,119.51,58.08,401,7
0.41,3.5,25.65,91.22,145.96,106.48,338.53,0.42,4.3,86.91,168.37,101.88,114.19,0.45,9.37,66.97,121.49,132.07,226.76,0.58,31,120.98,45.12,218.21,1.53,29.25,67.53,296.93,31.83,5.15,52.65,31.45,133.3,5.72,23.22,374.16,47.67,10.62,24.4,65.03,3.84,256.47,306.36,7.27,149.7,76.62,465.06,7
0.08,1.09,9.78,37.75,112.26,166.6,196.82,0.07,2.8,54.13,173.04,252.63,224.43,0.13,3.21,23.84,92.11,14.96,5.49,0.36,17.05,103.82,163.87,196.89,0.48,9.2,58.66,224.68,111.06,2.58,39.31,82.46,54.71,1.65,24.2,304.82,48.38,7.16,30.26,94.46,4.83,204.77,369.5,6.08,123.29,59.67,500.35,7
0.28,2.5,52.28,183.15,157.79,133.62,277.93,0.43,3.08,24.45,70.32,144.18,150.46,0.32,15.98,120.05,177.33,123.97,184.85,0.43,8.9,55.6,171.64,129.5,2.32,46.45,130.56,263.46,12.82,1.49,25.81,145.75,121.7,8.32,59.24,352.27,1.42,5.38,76.49,145.49,12.67,245.91,256.05,18.69,134.64,73.83,422.48,7
0.33,4.07,15.76,68.7,136.08,119.27,192.59,0.35,3.55,90.59,212.12,120.11,230.44,0.5,5.68,57.25,105.36,108.49,43.39,0.47,30.51,149.83,79.71,254.63,0.91,24.82,52.29,290.09,110.1,4.86,63.19,43.87,174.36,4.74,15.89,352.09,24.88,12.38,17.67,135.17,2.34,232.03,264.59,3.73,134.19,67.54,424.24,7
0.22,1.97,34.15,60.04,197.15,125.25,309.05,0.15,6.5,76.57,120.37,147.84,129,0.25,11.25,42.52,196.23,151,212.26,0.88,26.21,83.62,58.29,209.2,1.72,17.98,130.35,291.49,24.72,4.23,35.32,23.14,162.01,3.44,54.04,368.75,33.92,6.96,23.49,90.37,10.75,253.55,269.8,7.57,114.13,75.74,415.84,7
0.07,0.82,7.69,33.94,89.08,172.74,141.89,0.07,2.87,49.32,146.99,155.89,255.44,0.08,2.76,25.17,84.42,43.45,16.59,0.38,15.46,87.89,105.62,291.61,0.44,10.38,56.9,229.53,135.17,2.33,33.25,66.62,213.24,1.92,24.62,298.36,12.57,6.06,32.55,179.51,5.13,197.51,269.5,7.96,156.42,57.19,401.9,7
0.19,0.99,30.19,69.87,188.93,112.66,274.97,0.24,5.57,76.86,131.08,93.09,201.66,0.11,9.44,48.93,180.75,100.39,149.89,0.74,25.6,92.89,23.83,242.16,1.4,20,115.13,278.4,28.34,4.05,39.31,23.23,157.11,3.72,46.31,353.99,4.69,7.72,18.53,92.21,9.04,238.67,247.44,5.27,112.7,70.27,390.47,7
0.15,1.16,38.82,94.77,212.05,94.5,351.35,0.35,4.3,67.22,109.55,94.23,91.47,0.13,11.93,60.85,204.75,130.28,256.75,0.56,22.66,81.41,16.11,178.88,1.74,23.81,134.12,288.46,54.11,3.61,35.29,36.88,122.78,4.33,55.42,365.86,40.42,7.03,29.28,56.61,11.04,250.61,257.16,8.36,102.58,74.67,397.31,7
0.13,1.02,46.82,169.74,144.43,271.71,102.07,0.35,2.25,33.74,138.75,116.38,223.24,0.13,14.45,102.11,121.57,152.59,22.77,0.27,11.92,93.63,115.3,262.39,2.11,37.67,79.67,115.6,206.37,1.97,38.55,108.05,188.33,6.56,33.6,258.14,146.25,7.45,61.73,177.58,6.81,201.82,164.04,15.85,172.43,63.05,371.79,7
0.22,5.03,49.52,151.82,150.67,155.55,373.04,0.27,4.71,28.7,118.01,90.83,139.97,0.64,15.01,89.87,161.8,146.85,241.79,0.66,10.47,86.36,156.71,125.93,2.17,32.84,121.12,299.99,70.87,1.76,37.21,151.09,19.61,5.68,56.27,363.59,115.08,7.39,83.84,103.52,12.26,242.64,353.59,21.09,108.68,71.3,467.44,7
0.17,0.29,27.27,32,213.22,79.01,307.99,0.1,5.8,71.33,124.03,111.12,104.08,0.04,8.6,30.55,189.18,173.03,162.72,0.75,23.44,84.08,64.8,154.72,1.27,13.84,114.48,342.19,16.2,3.66,34.61,32.51,109.57,2.69,44.18,377.87,85.67,6.68,15.11,84.75,8.34,239.36,324.37,3.86,97.35,68.31,432.37,7
0.26,2.59,52.22,144.25,205.53,123.95,333.31,0.14,5.79,17.44,79.31,36.63,51.91,0.31,15.6,89.28,180.3,185.82,243.74,0.77,6.6,46.61,117.28,108.07,2.23,33.55,114.48,301.29,95.93,1.12,17.4,127.57,43.88,5.91,47.23,333.17,115.91,3.15,73.12,63.68,9.5,215.68,305.18,18.54,94.68,62.59,398.16,7
0.22,1.92,30.35,87.82,152.28,164.36,353.6,0.36,2.17,71.51,169.62,104.8,136.9,0.23,9.89,68.59,135.4,158,199.66,0.3,24.56,114.77,43.24,219.04,1.5,28.99,83.35,313.33,1.34,3.98,47.92,20.6,123.79,5.47,33.57,379.74,35.17,9.4,16.69,89.66,6.71,253.42,304.21,5.13,146.57,74.43,457.9,7
0.32,3.66,70.06,168.38,172.61,127.41,328.66,0.3,7.29,13.21,108.79,77.46,52.26,0.46,22.17,112.91,182.38,169.94,259.71,1.02,5.28,73.82,166.15,78.48,3.31,44.64,131.94,298.15,65.83,0.94,30.76,178.04,48.9,8.14,59.26,375.02,54.26,6.01,104.14,95.81,12.58,261.3,286.64,26.94,116.79,78.91,439.09,7
0.12,1.18,16.72,49.24,139.02,111.26,300.77,0.15,3.1,54.04,134.86,137.89,190.39,0.13,4.98,33.68,147.02,128.92,143.32,0.39,16.92,81.81,72.35,228.19,0.71,13.14,99.85,287.64,6.47,2.56,31.44,31.46,149.87,2.35,42.11,333.35,62.81,5.8,13.35,95.18,8.51,214.26,294.97,3.37,97.29,61.42,400.5,7
0.1,1.26,36.86,143.11,177.4,184.62,263.99,0.21,0.31,34.12,119.68,53.71,107.62,0.16,11.12,79.86,142.01,177.35,65.24,0.08,11.63,80.34,105.27,123.58,1.6,28.08,83.85,302.78,107.42,1.86,32.66,105.74,67.91,4.74,32.33,352.17,6.07,6.24,59.22,156.73,6.13,230.13,300.33,14.89,161.86,66.73,455.33,7
0.06,1.03,12.07,25.61,85.74,82.91,196,0.03,3.62,52.23,151.99,79.23,214.95,0.11,3.68,18.24,97.86,105.17,4.29,0.45,15.81,85.46,26.39,165.53,0.53,7.21,67.26,285.78,113.65,2.33,31.06,4.68,74.75,1.3,28.2,321.35,9.37,5.51,7.4,149.3,5.64,201.14,273.17,2.42,146.73,56.7,387.12,7
0.09,1.14,10.17,60.77,17.67,142.46,169.48,0.18,2.93,50.59,195.98,211.49,304.31,0.14,3.42,40.06,27.91,32.17,17.42,0.38,16.18,115.6,142.39,298.44,0.52,15.44,24.75,227.29,131.71,2.47,43.41,71.62,172.92,2.74,11.75,292.47,23.5,7.88,24.61,136.32,2.53,192.95,338.72,4.39,139.18,55.78,472.46,7
0.2,0.6,44.58,188.42,177.01,302.78,0.68,0.32,3.53,22.92,119.9,103.16,175.14,0.06,13.57,112.71,147.64,184.8,143.92,0.47,8.76,79.02,124.44,227.96,1.96,41.29,95.58,118.21,281.95,1.5,32.19,114.45,189.98,7.14,40.36,227.2,158.48,6.19,62.68,196.63,8.24,175.29,181.96,15.63,173.67,54.38,385.39,7
0.09,1.9,14.02,31.04,50.93,137.18,95.83,0.01,3.73,54.63,173.83,139,280.61,0.22,4.36,21.03,72.28,43.14,62.78,0.49,17.35,100.66,80.16,269.98,0.64,8.25,58.76,261.29,178.24,2.65,37.35,42.24,162.87,1.49,27.27,338.43,28.27,6.73,21.81,173.12,5.81,225.89,301.23,5.84,171.97,65.87,458.95,7
0.18,2.85,52.68,146.65,197.31,169.69,309.88,0.21,2.29,17.49,77.9,32.31,115.92,0.35,15.68,89.09,196.75,185.64,190.3,0.32,5.36,52.12,63.5,140.67,2.23,32.96,135.85,302.48,19.94,0.8,21.1,81.97,53.77,5.74,59.07,348.81,45.27,4.01,49.57,70.41,12.27,229.56,261.43,12.85,95.38,67.03,381.24,7
0.22,1.77,19.71,78.28,142.73,140.79,361.55,0.21,5.52,77.37,167.76,88.92,110.42,0.21,6.64,49.67,143.74,124.24,191.07,0.73,26.13,111.98,44.92,186.76,1.03,19.76,96.68,297.75,27.92,4.17,45.99,18.74,95.39,3.66,40.71,374.85,3.46,8.89,12.01,70.05,8.24,253.46,262.46,3.77,129.41,74.88,424.41,7
0.06,2.31,33.61,58.06,115.23,151.81,208.99,0.11,3.56,48.95,118.47,215.97,198.28,0.28,10.34,41.82,154.75,101.2,82.2,0.47,15.64,72.2,124.31,260.99,1.5,16.8,117.97,261.71,53.66,2.4,27.64,47.38,220.78,3.06,53.26,340.85,36.47,5.08,10.72,155.53,11.22,230.69,306.29,1.51,109.67,67.87,436.97,7
0.13,0.29,30.8,120.04,124.69,220.67,6.26,0.21,3.63,58.19,145.78,107.86,167.55,0.02,9.17,67.77,112.92,95.8,92,0.48,19.2,92.02,97.11,197.84,1.31,24.2,77.51,209.37,173.81,3.01,36.28,72.7,180.1,4.14,33.32,304.15,17.72,6.82,36.06,207.26,6.81,212.21,308.58,8.55,180.67,63.14,464.1,7
0.29,4.83,19.86,64.1,89.19,230.34,100.4,0.38,7.97,76.02,164.18,199.82,210.13,0.62,7.59,46.77,87.35,62.96,34.95,1.11,26.58,118.1,170.02,305.22,1.26,20.25,54.55,192.66,181.41,4.34,50.28,103.05,271.26,3.92,21.26,307.91,77.12,9.91,40.79,213.76,4.06,220.71,247.1,8.06,170.44,66.58,433.93,7
0.1,0.6,14.67,38.35,39.25,119.45,171.36,0.01,4.84,60.33,163.92,143.32,249.37,0.07,4.97,26.58,72.49,37.18,30.48,0.63,18.96,91.82,58.72,230.37,0.76,10.58,57.99,238.97,83.72,2.87,33.5,14.08,119.81,1.92,26.23,308.79,32.3,5.98,14.63,153.81,5.48,205.71,306.87,4.94,163.82,59.9,430.17,7
0.13,0.83,17.44,70.17,64.64,212.15,71.76,0.14,3.17,53.51,163.89,237.07,188.05,0.09,5.5,43.08,53.74,72.69,73.83,0.42,17.34,94.96,145.29,197.22,0.82,16.18,42.03,190.44,175.1,2.68,35.49,65.68,115.85,2.85,19.29,280.12,24.94,6.45,22.49,157.43,4.06,194.3,291.35,4.69,164.91,57.52,440.29,7
0.21,1.27,56.17,159.5,135.79,133.06,334.24,0.4,2.59,40.5,115.32,73.17,114.36,0.15,17.54,106.04,136.16,136.79,230.12,0.36,14.41,77.12,26.12,205.78,2.59,41.42,94.07,237.7,7.88,2.41,32.27,61.07,124.01,7.47,40.94,313.35,27.77,6.36,42.12,64.81,8.52,220.66,182.71,11.51,123.17,66.72,340.92,7
0.09,0.2,28.72,121.71,180.52,133.27,330.5,0.21,1.29,40.18,128.42,95.68,150.4,0.02,8.4,69.92,152.34,163.16,144.41,0.15,12.88,81.66,51.38,175.38,1.18,24.93,92.66,288.15,22.14,1.98,32.1,34.69,69.83,4.23,36.71,318.74,47.4,6,19.32,75.14,7.15,202.08,289.85,4.96,107.33,57.61,403.54,7
0.19,1.01,38.55,108.51,84.93,283.76,116.36,0.22,4.34,66.62,133.71,200.26,171.16,0.14,12.42,66.4,118.78,167.07,27.15,0.61,23.8,98.82,196.26,286.95,1.88,25.45,93.42,111.8,148.06,3.93,42.83,146.96,300.17,4.59,42.16,288.84,88.33,8.54,72.64,237.48,8.78,231.31,230.1,17.29,164.12,73.04,436.3,7
0.26,1.49,54.72,174.18,123.44,244.97,92.58,0.42,0.28,43.08,143.1,147.83,216.15,0.18,17.33,111.36,97.28,144.8,13.3,0.03,16.41,94.09,138.99,244.26,2.58,42.83,66.94,149.16,177.07,2.84,38.93,120.28,170,7.68,29.66,278.83,105.22,7.63,66.28,178.49,6.23,214.47,214.34,16.73,188.26,66.93,420.16,7
0.15,3.22,41.44,165.1,128.16,102.92,261.75,0.3,4.6,40.09,132.51,32.86,240.73,0.41,12.45,98.16,148.61,149.25,96.73,0.61,13.27,82.43,50.63,212.05,1.79,35.71,116.87,309.2,48.36,2.09,32.17,44.93,99.8,6.14,55.7,349.67,40.41,6,21.04,102.62,12.29,224.63,303.06,4.5,110.91,64.69,427.31,7
0.27,3,13.55,60.92,11.91,196.4,78.45,0.29,2.45,68.58,197.34,204.36,179.82,0.36,5.06,48.46,26.37,55.15,85.92,0.32,22.99,123.8,116.23,204.2,0.82,20.62,19.86,190.52,235.99,3.65,49.06,44.75,88.08,3.9,7.36,287.28,127.84,9.29,11.99,136.77,1.2,201.89,190.14,2.44,170.61,60.27,377.34,7
0.14,3.03,27.44,77.11,67.96,229.13,108.17,0.19,1.7,53.34,173.98,215.51,213.8,0.37,8.21,47.03,51.4,104.51,32.05,0.23,17.45,105.8,139.89,212.5,1.18,17.53,39.06,161.47,163.24,2.72,40.87,78.91,114.6,3.07,17.63,262.62,52.85,7.59,35.65,135.98,3.65,189.16,244.94,8.47,150.28,57,403.15,7
0.22,1.32,20,43.54,137.46,111.03,271.24,0.13,6.91,82.36,145.88,193.86,175.07,0.15,7.01,33.07,157.58,82.86,160.93,0.94,27.79,99.14,127.94,245.16,1.12,14.62,111.66,262.2,25.43,4.43,41.29,65.33,192.3,2.86,48.35,358.94,2.3,8.06,27.21,139.07,9.94,250.59,260.61,6.56,138.43,75.15,419.06,7
0.17,1.41,33.58,86.88,137.24,104.54,260.06,0.36,3.65,69.17,146.67,142.95,206.13,0.16,10.47,62.26,139.31,108.95,154.06,0.48,23.06,99.14,59.48,271.22,1.54,25.23,92.29,265.9,8.99,3.65,41.14,16.81,191.07,4.64,38.3,336.31,30.45,8.01,12.09,111.24,7.67,227.45,271.83,3.89,120.34,67.14,407.89,7
0.23,1.51,19.37,63.79,80.19,222.35,140.34,0.21,5.62,75.72,181.36,198.06,241.05,0.17,7.1,46.69,79.38,81.38,4.81,0.77,25.99,115.35,117.42,310.71,1.16,19.63,60.91,169.73,181.66,4.19,46.12,47.03,224.51,3.73,27.8,304.66,102.66,8.79,17.67,167.58,5.87,226.74,220,4.92,173.06,69.61,420.39,7
0.03,0.81,29.13,142.83,129.08,322.5,30.66,0.21,3.33,7.66,67.99,122.92,175.52,0.11,8.79,79.74,109.82,161.49,169.24,0.42,2.82,56.25,192.31,237.41,1.26,27.73,68.55,107.58,322.55,0.47,25.05,174.38,242.89,4.62,27.66,242.1,172.19,5.01,93.03,267.68,5.43,184.86,200.7,22.81,212.31,56.82,412.87,7
0.08,0.82,28.17,100.71,161.09,126.79,319.42,0.21,1.63,53.73,163.69,62.25,186.95,0.1,8.44,62.27,137.95,187.62,139.62,0.2,17.12,104.91,17.53,209.66,1.21,23.13,82.84,344.26,33.61,2.62,41.42,31.52,106.07,4.02,32.13,378.69,45.4,7.76,22.26,102.99,6.12,239.67,318.67,6.11,125.96,68.34,450.66,7
0.18,1.88,19.26,71.58,17.48,190.87,87.78,0.19,2.84,63.23,174.54,184.21,215.24,0.22,6.2,50.15,40.2,46.39,37.68,0.37,20.7,106.19,108.85,241.42,0.93,20.03,33.53,189.25,144.78,3.23,41.4,44.2,166.82,3.65,15.2,273.67,26.22,7.75,12.5,145.77,3.19,188.65,257.87,2.43,145.32,55.73,399.67,7
0.14,1.24,13.9,53.14,62.74,73.77,218.71,0.13,3.79,57.84,161.94,182.91,199.38,0.14,4.7,35.68,70.65,88.66,52.98,0.49,18.47,93.31,84.85,211.98,0.72,14.04,51.55,264.22,78.53,2.83,34.84,15.24,75.05,2.54,22.49,317.69,28.48,6.33,6.82,105.96,4.61,207.28,301.61,3.44,146.27,59.89,427.35,7
0.28,3.26,27.93,111.92,105.91,252.41,163.84,0.38,2.36,75.18,181.8,191.42,210.75,0.42,9.66,73.74,107.98,123.61,33.93,0.33,26.99,132.94,159.41,308.8,1.53,29.74,71.1,153.6,188.41,4.49,57.51,106.63,254.61,5.55,28.39,315.1,150.45,11.48,50.21,190.41,5.39,243.13,183.56,11.8,176.6,75.84,419.55,7
0.28,3.65,30.23,45.71,177.25,102.5,190.02,0.33,3.89,77.62,145.61,182.8,166.41,0.48,10.22,44.44,168.45,128.25,117.49,0.54,26.84,107.47,107.71,246.8,1.59,20.65,102.56,295.85,21.86,4.36,46.94,35.06,219.14,4.1,38.72,371.58,42.8,9.44,6.51,151.82,7.08,252.38,317.85,2.91,129.99,74.85,468.72,7
0.11,2.11,43.54,125.2,233.93,110.32,301.12,0.18,1.82,17.01,66.51,42.04,88.23,0.25,12.96,74.49,226.43,196.68,209.28,0.26,5.5,44.6,32.71,126.83,1.84,27.15,149.19,342.64,85.29,0.86,18.07,59.78,81.46,4.67,62.11,372.98,146.74,3.44,39.04,52.44,12.47,236.53,362.04,10.43,66.83,67.67,448.13,7
0.06,0.5,13.22,21.9,40.89,148.29,75.84,0.04,4.62,54.94,149.85,157.13,211.93,0.06,4.11,15.49,84.28,97.16,48.67,0.59,16.97,83.69,82.91,180.77,0.6,6.18,69.45,266.55,110.77,2.53,30.32,32.36,111.28,1.12,31.8,323.93,62.47,5.37,12.67,161.39,6.68,210.71,364.84,3.36,153.81,60.61,479.01,7
0.16,0.72,21.55,62.73,97.08,106.68,233.19,0.09,6.26,78.94,182.81,158.56,227.71,0.06,7.61,43.74,111.45,33.29,104.01,0.86,26.68,115.23,75.25,263.63,1.21,18.08,79.22,252.03,77.25,4.26,45.77,11.78,168.95,3.4,34.06,354.52,20.49,8.67,10.75,117.99,6.92,248.12,270.93,4.54,148.39,74.39,443.39,7
0.17,0.33,25.71,49.57,125.69,126.32,233.16,0.06,7.06,74.91,127.06,202.01,191.18,0.05,8.61,34.3,153.18,45.8,114.12,0.96,25.36,84.42,147.24,271.13,1.33,14.37,110.44,266.89,53.06,4.05,34.49,93.92,224.57,2.73,47.95,369.53,8.57,6.64,45.9,156.73,9.83,256.67,291.33,11.29,142.47,76.64,450.93,7
0.07,1.12,21.83,172.6,160.52,211.79,38.73,0.21,3.8,8.1,90.85,125.14,198.44,0.13,6.33,93.31,155.79,36.64,216.06,0.49,2.59,65.81,182.49,197.78,0.88,31.69,102.81,161.11,273.17,0.4,27.37,161.29,223.89,5.19,42.86,219.19,72.97,5.25,84.88,236.18,8.61,144.75,253.02,20.64,166.98,41.64,396.35,7
0.14,1.19,27.37,140.8,99.03,207.76,333.33,0.25,0.33,26.44,91.18,237.51,54.86,0.15,7.91,79.68,89.03,78.38,181.86,0.04,9.75,59.88,234.86,140.73,1.1,28.23,58.33,126.48,12.75,1.62,24.58,168.14,164.82,4.78,24.43,219.64,56.03,4.76,77.81,171.6,4.95,158.48,275.05,17.48,138.32,47.62,383.64,7
0.3,0.78,52.72,166.99,192.34,126.89,366.42,0.53,3.49,36.67,123.36,27.69,109.31,0.1,16.54,112.47,196.57,169.34,224.07,0.47,12.54,86.74,44.07,156.64,2.45,44.21,138.08,340.47,15.37,2.04,36.96,66.18,82.39,8,61.04,406.35,38.99,7.33,41.78,64.08,12.85,270.41,303.98,11.08,98.77,79.43,460.21,7
0.32,3.98,35.81,102.21,190,67.75,323.37,0.54,0.63,75.28,158.2,97.07,141.09,0.52,11.58,74.94,154.99,133.59,190.77,0.07,25.95,117.2,28.16,213.4,1.75,31.18,84.39,308.93,12.79,4.22,51.28,24.15,132.28,5.86,28.83,373.41,2.38,10.32,21.76,97.4,4.8,249.1,254.61,6.58,140.95,73.23,413.62,7
0.11,1.48,29.44,84.34,179.04,138.34,284.8,0.19,2.87,54.42,120.39,101.81,191.88,0.17,8.77,50.87,172.44,169.38,157.65,0.37,17.55,77.13,20.7,245.31,1.25,18.76,113.2,312.94,0.6,2.71,30.61,23.01,161.39,3.26,46.84,363.43,61.72,5.77,21.25,81.6,9.34,237.36,310.34,6.26,99.01,68.85,433.2,7
0.16,2.45,7.46,45.55,120.02,119.33,337.04,0.11,3.32,68.39,184.42,91.79,173.15,0.28,2.92,35.8,89.19,137.81,153.31,0.43,22.16,118.47,36.24,187.47,0.48,15.22,51.32,288.36,24.89,3.43,47.31,20.55,75.91,2.87,20.77,335.63,37.87,8.96,16.85,125.45,4.28,217.82,292.36,5.12,150.33,62.91,420.29,7
0.24,2.11,35.59,59.87,131.78,147.88,210.18,0.22,5.82,82.79,159.87,165.36,210.23,0.26,11.7,50.72,138.51,90.84,91.36,0.78,28.07,109.93,88.59,261.05,1.78,22.21,89.16,252.72,63.71,4.5,45.98,29.58,204.75,4.27,35.17,335.7,1.45,9,7.2,150.32,6.66,229.87,264.1,2.17,134.08,68.15,413.46,7
0.28,0.94,27.13,24.9,129.55,124.21,197.91,0.15,7.45,81.42,125.33,205.09,192.87,0.1,9.67,31.44,151.04,61.01,132.86,1.01,28.12,85.65,138.38,274.69,1.55,15.91,105.48,224.36,16.69,4.57,36.15,85.18,231.21,3.29,44.53,328.41,17.67,7.15,43.23,160.28,8.91,234.64,262.63,11.04,148.34,71.12,410.69,7
0.1,0.38,18.51,32.77,117.09,185.73,204.59,0.05,6.22,71.03,156.8,189.85,227.18,0.07,6.27,23.98,138.15,69.42,64.19,0.84,23.45,101.06,133.32,293.95,0.97,10.32,98.19,249.12,87.62,3.67,40.11,72.8,244.48,1.98,42.3,347.37,8.48,7.55,29.23,176.16,8.63,239.34,307.17,6.32,135.09,70.91,459.98,7
0.33,1.02,49.44,167.59,178.55,336.99,6.95,0.63,3,49.95,151.52,170,184.72,0.15,16.38,115.64,152.3,267.61,101.15,0.35,19.49,115.89,127.84,234.31,2.52,46.67,103.52,139.69,280,3.42,51.65,94.03,156.33,8.64,45.65,252.23,196,10.52,50.35,168.25,9.64,210.14,179.1,12.76,189.22,67.94,437.63,7
0.08,0.45,13.4,27.07,67,126.72,153.06,0.05,4.2,59.33,175.22,192.18,240.19,0.05,4.27,19.11,91.88,58.12,0.68,0.54,18.6,101.96,122.13,219.01,0.63,7.77,69.14,267.88,88.04,2.8,37.95,56.97,129.39,1.43,30.43,330.94,74.41,6.84,17.81,118.62,6.26,215.49,377.58,2.87,114.93,61.95,492.44,7
0.1,0.2,17.39,37.92,71.25,64.5,204.97,0.06,4.35,60.41,162.32,136.3,218.98,0.01,5.63,28.59,89.6,90.14,54.93,0.56,19.11,93.09,68.06,207.99,0.85,11.76,63.66,279.33,63.77,2.91,34.59,22.49,112.82,2.17,27.04,331.33,49.71,6.26,10.31,131.9,5.43,214.16,320.06,3.26,142.38,61.53,437.6,7
0.11,1.12,36.35,92.67,196.17,78.39,187.25,0.29,1.64,39.31,130.83,138.98,191.22,0.14,10.92,61.04,169.84,151.23,102.09,0.24,12.12,91.84,60.65,241.17,1.56,23.42,100.87,314.4,32.04,1.81,38.16,33.48,210.35,4.15,38.47,346.21,158.2,7.37,28,144.99,7.21,217.68,409.79,8.65,85.58,61.78,493.25,7
0.27,2.06,46.15,91.59,212.9,104.54,290.06,0.43,3.46,70.68,116.7,141.59,135.08,0.27,15.02,64.84,218.23,138.96,212.73,0.45,24.79,88.3,49.44,198,2.28,27.06,144.9,293.69,22.28,4.08,39.36,16.14,160.76,5.13,59.46,381.04,21.54,8.04,23.12,96.78,11.68,265.08,262.44,7.66,107.67,79.71,421.42,7
0.17,1.74,28.4,86.09,25.66,184.96,152.97,0.25,3.05,65.6,200.3,172.5,255.84,0.2,9.07,62.05,43.73,28.19,18.57,0.43,22.75,129.9,123.13,263.14,1.37,25.28,31.95,207.14,195.45,3.69,52.47,72.3,154.59,4.67,13.31,312.7,100.29,10.04,31.65,166.3,2.61,220.76,230.11,7.22,182.81,66.17,425.73,7
0.22,1.06,48.02,148.52,219.46,135.4,312.58,0.27,1.91,28.5,60.96,45.63,33.43,0.11,14.2,90.15,187.62,198.2,188.34,0.26,10.58,40.1,106.39,104.38,2.02,33.41,113.97,318.69,21.9,1.79,17.24,106.72,46.25,5.83,44.86,347.93,52.1,3.49,58.94,76.4,8.67,222.79,268.4,14.64,110.03,64.18,385,7
0.27,4.22,17.81,56.53,69.62,174.12,269.56,0.27,5.32,84.34,215.78,162.99,236.76,0.54,6.82,47.08,73.75,53.03,111.19,0.76,28.63,143.13,100.91,280.11,1.14,20.73,49.44,205.88,100.5,4.59,58.85,52.94,177.54,4.02,21.47,315.41,69.3,11.42,25.62,108.83,4.63,225.46,207.81,6.88,135.94,68.1,388.02,7
0.14,3.68,23.57,67.19,93.19,165.38,80.21,0.26,1.33,45.96,190.27,160.08,276.63,0.45,7.3,41.73,66.58,57.21,86.41,0.22,14.68,117.72,130.01,265.51,1.07,15.76,34.25,238.12,160.26,2.26,45.81,91.13,186.72,2.79,11.09,300.21,30.99,8.53,45.18,174.63,1.75,196.58,363.4,10.95,148.3,56.64,495.28,7
0.19,2.09,20.57,19.64,105.75,146.32,264.11,0.08,6.56,76.13,150.97,230.19,159.78,0.26,7.59,24.62,131.96,108.44,157.9,0.9,25.91,99.53,137.61,260.45,1.24,12.5,95.42,230.05,34.1,4.16,40.66,52.66,223.14,2.58,41.39,328.59,16.37,7.85,16.07,137.13,8.48,234.56,236.24,4.43,125.38,71.09,398.55,7
0.32,1.8,47.36,114.21,216.98,77.19,332.34,0.48,2.45,66.46,109.27,109.89,80.41,0.24,15.17,82.26,191.09,166.8,230.39,0.37,23.99,82.95,27.87,178.8,2.28,33.98,114.09,335.53,56.46,4.02,37.25,29.29,135.68,6.37,43.38,392,82.41,7.65,26.74,67.65,8.08,259.08,324.09,8.01,115.04,75.96,459.02,7
